job_id	job_address	job_city	job_zip	job_start_date	job_end_date	job_description	price_range	job_type	creator	selected_contractor
879	1168 Rockford Mountain Lane	Los Angeles	25701	5/28/2016	4/21/2022	description	17580	8790	385	724
880	3429 Still Pastures Drive	Burgess	75051	5/29/2016	4/24/2022	description	17600	8800	598	512
881	644 Bridge Street	South Boston	92065	5/30/2016	4/27/2022	description	17620	8810	42	587
882	1256 Hall Valley Drive	Houston	97041	5/31/2016	4/30/2022	description	17640	8820	485	593
883	2164 Upton Avenue	Jermyn	7041	6/1/2016	5/3/2022	description	17660	8830	941	627
884	4999 White Oak Drive	New London	35215	6/2/2016	5/6/2022	description	17680	8840	486	252
885	2033 Corbin Branch Road	Cheyenne	23224	6/3/2016	5/9/2022	description	17700	8850	911	646
886	2814 Tuna Street	Suitland	11101	6/4/2016	5/12/2022	description	17720	8860	576	612
887	2207 Liberty Street	Denver	53151	6/5/2016	5/15/2022	description	17740	8870	654	926
888	4387 Edington Drive	Albany	15146	6/6/2016	5/18/2022	description	17760	8880	79	60
889	2481 Collins Avenue	Beaver Creek	2154	6/7/2016	5/21/2022	description	17780	8890	123	840
890	2827 Summit Street	Fullerton	96130	6/8/2016	5/24/2022	description	17800	8900	35	176
891	107 Logan Lane	Agoura	92801	6/9/2016	5/27/2022	description	17820	8910	679	552
892	2753 Commerce Boulevard	Philadelphia	45402	6/10/2016	5/30/2022	description	17840	8920	109	803
893	741 Cedarstone Drive	Burbank	27526	6/11/2016	6/2/2022	description	17860	8930	615	688
894	347 Goldleaf Lane	Harrisburg	11354	6/12/2016	6/5/2022	description	17880	8940	718	119
895	4041 Woodside Circle	Oklahoma City	60607	6/13/2016	6/8/2022	description	17900	8950	915	465
896	1734 Grove Street	Englewood	15132	6/14/2016	6/11/2022	description	17920	8960	231	871
897	93 Stoneybrook Road	Danville	37074	6/15/2016	6/14/2022	description	17940	8970	154	412
898	694 Wood Duck Drive	Hollywood	80015	6/16/2016	6/17/2022	description	17960	8980	555	13
899	4523 Farm Meadow Drive	Portland	32746	6/17/2016	6/20/2022	description	17980	8990	214	725
900	3223 Crestview Manor	Maryland Heights	11743	6/18/2016	6/23/2022	description	18000	9000	469	988
901	592 Eagle Drive	Kansas City	33132	6/19/2016	6/26/2022	description	18020	9010	727	471
902	842 Mount Street	Pensacola	48607	6/20/2016	6/29/2022	description	18040	9020	265	181
903	2066 Tuna Street	Damariscotta	96782	6/21/2016	7/2/2022	description	18060	9030	870	112
904	3819 Fleming Way	Wilmington	93535	6/22/2016	7/5/2022	description	18080	9040	976	690
905	3236 Lucky Duck Drive	Dallas	21742	6/23/2016	7/8/2022	description	18100	9050	350	945
906	790 Riverside Drive	Boise	98168	6/24/2016	7/11/2022	description	18120	9060	779	79
907	3276 Philadelphia Avenue	Wheeling	7094	6/25/2016	7/14/2022	description	18140	9070	251	995
908	2965 Oakway Lane	Houston	56560	6/26/2016	7/17/2022	description	18160	9080	957	486
909	3304 Weekley Street	Wheaton	72901	6/27/2016	7/20/2022	description	18180	9090	432	882
910	3395 Ingram Street	Altamonte Springs	25962	6/28/2016	7/23/2022	description	18200	9100	220	909
911	4490 Dawson Drive	Chapel Hill	10007	6/29/2016	7/26/2022	description	18220	9110	602	766
912	96 Middleville Road	Augusta	89109	6/30/2016	7/29/2022	description	18240	9120	891	974
913	12 Perine Street	Tulsa	54401	7/1/2016	8/1/2022	description	18260	9130	962	34
914	321 Viking Drive	Parkersburg	68784	7/2/2016	8/4/2022	description	18280	9140	888	865
915	1221 Southside Lane	Belfast	10940	7/3/2016	8/7/2022	description	18300	9150	467	18
916	4934 Del Dew Drive	Strasburg	73077	7/4/2016	8/10/2022	description	18320	9160	470	990
917	2814 Rosewood Court	Johnson City	64110	7/5/2016	8/13/2022	description	18340	9170	890	624
918	3842 Stuart Street	Flint	43085	7/6/2016	8/16/2022	description	18360	9180	649	235
919	4510 Maple Avenue	Chicago	55931	7/7/2016	8/19/2022	description	18380	9190	462	204
920	1083 Neville Street	Shelton	80111	7/8/2016	8/22/2022	description	18400	9200	757	955
921	3619 Norma Lane	Peekskill	68310	7/9/2016	8/25/2022	description	18420	9210	330	383
922	4444 Garrett Street	Irvine	44846	7/10/2016	8/28/2022	description	18440	9220	456	655
923	2506 Parrill Court	Southfield	7643	7/11/2016	8/31/2022	description	18460	9230	255	931
924	1306 Mercer Street	Norwalk	32446	7/12/2016	9/3/2022	description	18480	9240	160	943
925	3471 Thunder Road	Fort Lauderdale	11743	7/13/2016	9/6/2022	description	18500	9250	749	745
926	4819 Bottom Lane	Mannford	32901	7/14/2016	9/9/2022	description	18520	9260	343	162
927	3898 Masonic Drive	Indianapolis	49855	7/15/2016	9/12/2022	description	18540	9270	950	557
928	3963 Jones Avenue	Richmond	85348	7/16/2016	9/15/2022	description	18560	9280	590	414
929	1898 Francis Mine	Atlanta	46055	7/17/2016	9/18/2022	description	18580	9290	87	880
930	3977 Oakridge Farm Lane	Los Angeles	48335	7/18/2016	9/21/2022	description	18600	9300	815	514
931	3519 Cottrill Lane	Burgess	48734	7/19/2016	9/24/2022	description	18620	9310	563	240
932	4889 McDowell Street	South Boston	48028	7/20/2016	9/27/2022	description	18640	9320	618	211
933	4203 Angie Drive	Houston	23219	7/21/2016	9/30/2022	description	18660	9330	257	952
934	950 Fairfield Road	Jermyn	15219	7/22/2016	10/3/2022	description	18680	9340	699	46
935	78 Cherry Ridge Drive	New London	30606	7/23/2016	10/6/2022	description	18700	9350	374	322
936	4883 Gateway Road	Cheyenne	84604	7/24/2016	10/9/2022	description	18720	9360	858	769
937	3770 Whiteman Street	Suitland	90017	7/25/2016	10/12/2022	description	18740	9370	126	632
938	4359 Rosemont Avenue	Denver	78205	7/26/2016	10/15/2022	description	18760	9380	825	592
939	1223 Union Street	Albany	45044	7/27/2016	10/18/2022	description	18780	9390	814	878
940	1174 Deer Haven Drive	Beaver Creek	72211	7/28/2016	10/21/2022	description	18800	9400	55	529
941	305 Pheasant Ridge Road	Fullerton	91731	7/29/2016	10/24/2022	description	18820	9410	682	310
942	4872 Cooks Mine Road	Agoura	20005	7/30/2016	10/27/2022	description	18840	9420	940	144
943	639 Michigan Avenue	Philadelphia	43950	7/31/2016	10/30/2022	description	18860	9430	419	515
944	2136 Hillside Drive	Burbank	90046	8/1/2016	11/2/2022	description	18880	9440	340	408
945	4619 Settlers Lane	Harrisburg	20031	8/2/2016	11/5/2022	description	18900	9450	3	165
946	4738 Blair Court	Oklahoma City	55057	8/3/2016	11/8/2022	description	18920	9460	36	338
947	4497 Vesta Drive	Englewood	97205	8/4/2016	11/11/2022	description	18940	9470	473	173
948	2206 Boone Crockett Lane	Danville	83330	8/5/2016	11/14/2022	description	18960	9480	409	360
949	4205 Old Dear Lane	Hollywood	47591	8/6/2016	11/17/2022	description	18980	9490	747	502
950	4261 Oakwood Circle	Portland	71201	8/7/2016	11/20/2022	description	19000	9500	964	795
951	478 Bombardier Way	Maryland Heights	49503	8/8/2016	11/23/2022	description	19020	9510	961	693
952	3323 Bedford Street	Kansas City	46383	8/9/2016	11/26/2022	description	19040	9520	817	501
953	2817 Foley Street	Pensacola	54801	8/10/2016	11/29/2022	description	19060	9530	873	308
954	3332 Hornor Avenue	Damariscotta	95134	8/11/2016	12/2/2022	description	19080	9540	752	558
955	329 Crestview Manor	Wilmington	14736	8/12/2016	12/5/2022	description	19100	9550	655	498
956	4618 Coulter Lane	Dallas	59230	8/13/2016	12/8/2022	description	19120	9560	165	875
957	1129 Stroop Hill Road	Boise	27444	8/14/2016	12/11/2022	description	19140	9570	82	668
958	951 Locust Court	Wheeling	95926	8/15/2016	12/14/2022	description	19160	9580	748	3
959	4928 Poe Road	Houston	53151	8/16/2016	12/17/2022	description	19180	9590	279	884
960	452 Pearlman Avenue	Wheaton	63130	8/17/2016	12/20/2022	description	19200	9600	107	716
961	4102 Werninger Street	Altamonte Springs	37204	8/18/2016	12/23/2022	description	19220	9610	516	868
962	377 Conference Center Way	Chapel Hill	92805	8/19/2016	12/26/2022	description	19240	9620	152	844
963	3151 Lochmere Lane	Augusta	53403	8/20/2016	12/29/2022	description	19260	9630	479	992
964	1767 Thorn Street	Tulsa	14482	8/21/2016	1/1/2023	description	19280	9640	461	907
965	1439 Bluff Street	Parkersburg	97223	8/22/2016	1/4/2023	description	19300	9650	798	155
966	2070 Logan Lane	Belfast	8102	8/23/2016	1/7/2023	description	19320	9660	442	103
967	2803 Oak Drive	Strasburg	32801	8/24/2016	1/10/2023	description	19340	9670	258	853
968	3690 New Street	Johnson City	98107	8/25/2016	1/13/2023	description	19360	9680	207	434
969	1762 Denver Avenue	Flint	29379	8/26/2016	1/16/2023	description	19380	9690	531	782
970	4300 Quiet Valley Lane	Chicago	19107	8/27/2016	1/19/2023	description	19400	9700	417	95
971	511 Wakefield Street	Shelton	88339	8/28/2016	1/22/2023	description	19420	9710	495	808
972	4897 Locust Court	Peekskill	15017	8/29/2016	1/25/2023	description	19440	9720	155	929
973	565 Aaron Smith Drive	Irvine	1890	8/30/2016	1/28/2023	description	19460	9730	398	717
974	1175 Cody Ridge Road	Southfield	11357	8/31/2016	1/31/2023	description	19480	9740	775	657
975	1900 McKinley Avenue	Norwalk	64093	9/1/2016	2/3/2023	description	19500	9750	98	600
976	4536 Water Street	Fort Lauderdale	60628	9/2/2016	2/6/2023	description	19520	9760	463	148
977	3969 Sycamore Fork Road	Mannford	98584	9/3/2016	2/9/2023	description	19540	9770	352	401
978	4324 Chipmunk Lane	Indianapolis	10566	9/4/2016	2/12/2023	description	19560	9780	832	768
979	2598 Court Street	Richmond	92614	9/5/2016	2/15/2023	description	19580	9790	947	226
980	4904 Poe Lane	Atlanta	48075	9/6/2016	2/18/2023	description	19600	9800	166	708
981	3769 Star Trek Drive	Los Angeles	6851	9/7/2016	2/21/2023	description	19620	9810	514	738
982	4246 Bloomfield Way	Burgess	33308	9/8/2016	2/24/2023	description	19640	9820	773	428
983	1709 Ray Court	South Boston	74044	9/9/2016	2/27/2023	description	19660	9830	408	649
984	2597 Stoney Lane	Houston	46214	9/10/2016	3/2/2023	description	19680	9840	554	851
985	3296 Poplar Chase Lane	Jermyn	23233	9/11/2016	3/5/2023	description	19700	9850	742	544
986	3573 Tavern Place	New London	30303	9/12/2016	3/8/2023	description	19720	9860	736	304
987	701 Monroe Street	Cheyenne	90017	9/13/2016	3/11/2023	description	19740	9870	46	330
988	414 Steele Street	Suitland	29576	9/14/2016	3/14/2023	description	19760	9880	677	750
989	3897 McDonald Avenue	Denver	2127	9/15/2016	3/17/2023	description	19780	9890	140	987
990	1168 Rockford Mountain Lane	Albany	77032	9/16/2016	3/20/2023	description	19800	9900	660	398
991	3429 Still Pastures Drive	Beaver Creek	18433	9/17/2016	3/23/2023	description	19820	9910	90	248
992	644 Bridge Street	Fullerton	6320	9/18/2016	3/26/2023	description	19840	9920	27	609
993	1256 Hall Valley Drive	Agoura	82003	9/19/2016	3/29/2023	description	19860	9930	5	541
994	2164 Upton Avenue	Philadelphia	20746	9/20/2016	4/1/2023	description	19880	9940	539	852
995	4999 White Oak Drive	Burbank	80205	9/21/2016	4/4/2023	description	19900	9950	108	537
996	2033 Corbin Branch Road	Harrisburg	12207	9/22/2016	4/7/2023	description	19920	9960	105	980
997	2814 Tuna Street	Oklahoma City	97004	9/23/2016	4/10/2023	description	19940	9970	723	424
998	2207 Liberty Street	Englewood	93632	9/24/2016	4/13/2023	description	19960	9980	281	20
999	4387 Edington Drive	Danville	91301	9/25/2016	4/16/2023	description	19980	9990	210	170
1000	2164 Upton Avenue	Hollywood	19107	9/26/2016	4/19/2023	description	20000	10000	673	625
										
										
										
										
										
										
										
										
										
										
										
